,Player,Market Value (Euros),Predicted Market Value (Euros),Age,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
1210,Abel Aguilar,"2,200,000","1,438,483",35,66.5,70.7,72.8,66.3,54.4,61.5,11.0
1211,Victorino Magela,"4,099,999","1,438,479",20,14.5,9.3,48.2,13.3,47.6,16.6,73.4
1212,Reagy Ofosu,"1,100,000","1,438,200",28,65.5,28.3,56.5,62.0,82.1,60.4,11.2
1213,Javier Cabrera,"2,500,000","1,437,494",28,69.0,42.0,65.0,67.7,72.7,54.8,11.0
1214,Sulayman Marreh,"949,999","1,436,010",24,60.0,66.7,63.7,53.3,57.0,36.2,11.2
1215,Omid Ebrahimi,"1,799,999","1,432,839",32,64.5,68.3,67.5,71.0,64.3,63.8,11.4
1216,Tyrese Campbell,"1,400,000","1,426,968",20,64.0,28.7,54.3,52.0,71.9,61.8,11.6
1217,Mateus,"1,400,000","1,425,083",36,73.5,38.0,65.8,65.7,70.6,67.0,9.0
1218,Franck Ohandza,"949,999","1,422,988",28,70.5,23.0,51.0,41.7,70.9,59.0,10.4
1219,Micheal Fabbro,"774,999","1,420,695",24,66.5,22.0,52.2,57.0,71.3,62.6,9.2
1220,Franck Bambock,"1,100,000","1,420,397",25,59.5,67.7,64.0,58.0,68.0,48.0,8.2
1221,Bruno Godeau,"949,999","1,420,051",28,50.0,68.7,57.5,62.3,52.6,39.9,10.2
1222,Patrick Göbel,"675,000","1,417,275",27,66.0,58.0,61.8,71.7,75.1,54.6,12.6
1223,Jordy de Wijs,"3,499,999","1,414,615",25,49.0,70.0,56.3,51.7,57.4,57.5,11.0
1224,Jubal,"2,700,000","1,414,307",27,53.5,69.3,55.2,42.7,62.6,37.8,10.4
1225,Maximilian Thiel,"824,999","1,412,897",27,70.5,27.0,53.8,61.7,66.9,61.6,11.2
1226,Quentin Bernard,"1,500,000","1,412,366",31,65.0,67.0,64.8,72.0,69.0,53.2,12.6
1227,Mark McKenzie,"924,999","1,404,991",21,41.5,66.7,47.2,52.0,67.6,30.2,10.2
1228,Karl Holmberg,"1,100,000","1,404,164",27,64.0,41.7,65.7,49.0,70.7,58.5,12.0
1229,Héber,"1,900,000","1,401,524",29,65.0,24.7,57.3,52.3,66.9,63.9,8.2
1230,Christian Capone,"1,400,000","1,400,857",21,73.0,17.7,49.8,57.0,64.9,54.6,11.0
1231,Kamer Qaka,"975,000","1,397,153",25,68.5,57.0,64.7,67.3,72.7,57.9,9.8
1232,Nicolás Capaldo,"1,500,000","1,393,975",21,64.5,64.0,62.5,66.0,70.3,54.1,10.0
1233,Marlos Moreno,"1,199,999","1,393,328",23,69.5,28.3,52.3,60.7,73.1,51.6,10.0
1234,Adrián Mora,"1,199,999","1,391,440",23,41.0,68.7,48.5,45.7,63.1,38.1,11.4
1235,Stephane Omeonga,"599,999","1,391,216",24,72.5,62.3,62.3,63.7,69.1,42.4,7.4
1236,Josh Ruffels,"675,000","1,390,650",26,66.0,66.7,62.3,67.3,64.0,50.1,11.0
1237,Herolind Shala,"774,999","1,389,062",28,70.5,53.3,67.0,60.3,72.0,57.9,11.2
1238,Tesfaldet Tekie,"999,999","1,388,565",23,71.5,46.7,62.2,64.7,67.6,50.0,10.4
1239,Alberto Soro,"3,399,999","1,385,922",21,68.0,49.0,58.2,67.3,71.1,58.0,11.2
1240,Mathieu Gorgelin,"1,299,999","1,383,556",30,17.0,13.7,30.2,12.3,49.1,18.4,69.0
1241,Umut Meraş,"1,100,000","1,382,027",24,63.5,67.0,61.2,62.7,70.0,45.2,10.4
1242,Nathan Thompson,"649,999","1,380,974",29,58.5,68.3,60.5,56.3,78.6,39.0,11.2
1243,Alexander Esswein,"1,699,999","1,380,026",30,71.0,55.3,64.3,64.0,71.6,66.9,11.2
1244,Javi Jiménez,"575,000","1,377,110",23,42.0,67.3,53.8,52.3,50.9,36.9,8.8
1245,Niklas Schmidt,"1,500,000","1,375,391",22,71.0,52.3,56.8,66.0,63.7,64.2,9.6
1246,Marco Pinato,"975,000","1,374,886",25,68.0,63.0,62.2,67.7,70.7,55.8,10.6
1247,Alfred Ndengane,"499,999","1,373,631",33,42.0,71.0,51.5,37.3,69.4,40.1,13.0
1248,Crysan,"900,000","1,373,466",24,68.0,15.7,52.8,59.0,70.3,62.1,10.8
1249,Alexander Gerndt,"849,999","1,371,666",34,71.0,31.3,60.3,67.7,70.0,66.9,11.0
1250,Harrison Manzala,"900,000","1,371,275",26,67.5,32.7,58.3,60.0,72.9,61.1,11.8
1251,Yhormar Hurtado,"949,999","1,370,372",23,60.5,64.0,59.2,65.3,77.0,41.2,11.4
1252,Przemysław Frankowski,"3,000,000","1,369,620",25,66.5,47.0,59.3,67.0,79.4,56.5,10.6
1253,Tiago Alves,"700,000","1,368,871",27,66.0,38.3,58.8,70.3,69.1,66.6,11.4
1254,Anton Fink,"949,999","1,368,652",33,68.0,16.7,57.8,55.0,71.1,65.8,12.0
1255,Murilo Henrique,"1,100,000","1,366,574",25,72.0,47.0,54.2,63.0,72.4,57.1,13.4
1256,Arsène Elogo,"1,100,000","1,365,123",25,71.0,33.0,50.2,60.0,74.6,56.2,9.8
1257,Branislav Niňaj,"700,000","1,364,568",26,47.0,67.3,55.2,54.7,50.0,32.1,10.8
1258,Alan Power,"1,500,000","1,361,482",32,69.0,65.3,69.8,66.7,65.7,51.1,9.4
1259,Flavio Paixão,"1,199,999","1,361,464",35,71.0,25.0,63.8,65.7,71.1,65.9,12.6
1260,Stevie May,"774,999","1,361,106",27,65.5,23.0,58.7,58.3,72.7,61.0,9.4
1261,Maxence Prévot,"1,100,000","1,361,044",23,10.0,12.0,34.3,16.7,42.0,14.9,67.4
1262,Olcay Şahan,"1,799,999","1,360,906",33,73.0,57.0,67.8,66.0,67.3,67.5,9.8
1263,Cris Martínez,"949,999","1,358,849",27,68.0,20.7,52.2,58.3,78.6,61.2,10.2
1264,Davide Djily Diaw,"1,900,000","1,356,021",28,66.0,20.7,53.7,52.3,73.0,62.5,9.0
1265,Carlos Guzmán,"1,199,999","1,355,794",26,67.5,67.0,52.8,64.7,75.0,50.0,12.0
1266,Khalid Eissa,"1,900,000","1,351,190",30,16.0,11.3,34.7,19.0,50.3,15.4,68.6
1267,Matthias Bader,"1,199,999","1,349,038",23,65.0,67.3,56.5,59.0,71.4,37.0,10.4
1268,Mohanad Ali,"800,000","1,348,794",20,65.0,12.0,54.3,46.3,68.9,56.0,10.6
1269,Martin Konczkowski,"1,100,000","1,347,599",26,66.0,62.3,63.0,67.7,75.9,43.8,13.0
1270,Isaac Sackey,"1,299,999","1,345,528",26,62.5,70.7,56.7,56.7,60.9,56.6,10.2
1271,Chris Cadden,"900,000","1,344,553",23,68.0,60.7,61.0,66.3,73.6,56.1,11.2
1272,Waleed Bakhashwain,"900,000","1,342,992",30,67.0,66.3,67.8,60.3,69.9,46.8,11.0
1273,Adama Diakhaby,"2,399,999","1,341,883",24,69.0,18.3,50.8,63.7,72.6,63.1,8.8
1274,Kamil Jóźwiak,"3,000,000","1,339,197",22,68.0,42.0,57.3,64.3,76.7,49.4,10.8
1275,Eugenio Isnaldo,"1,100,000","1,338,769",26,70.0,31.0,52.3,63.0,70.1,58.5,10.0
1276,Jordan Storey,"1,100,000","1,337,163",23,48.0,67.7,50.5,43.0,63.9,32.6,9.8
1277,Pierre-Yves Hamel,"3,999,999","1,335,821",26,68.0,22.0,54.2,57.3,67.4,61.9,12.8
1278,Birama Touré,"1,199,999","1,331,200",28,66.5,68.3,62.2,64.3,60.6,53.5,9.4
1279,Pedro Pelágio,"1,100,000","1,329,153",20,68.5,52.0,61.0,67.0,65.0,56.9,9.0
1280,Jacques Maghoma,"1,600,000","1,327,932",32,71.5,31.3,59.2,63.3,74.4,56.5,12.0
1281,Jordan Silva,"1,100,000","1,327,421",26,38.5,68.7,50.7,40.7,58.1,39.4,8.8
1282,Brooks Lennon,"1,100,000","1,325,909",22,65.5,61.3,63.0,66.3,71.7,59.4,7.4
1283,Heitinho Zanon,"2,300,000","1,325,771",24,35.0,70.7,61.8,47.7,67.1,40.4,15.4
1284,Bryan Idowu,"924,999","1,324,883",28,58.0,68.3,59.5,59.0,75.4,43.8,12.4
1285,Everaldo,"3,299,999","1,323,972",29,68.5,21.0,51.5,54.0,70.6,64.4,11.4
1286,Zourdine Thior,"800,000","1,323,880",23,66.5,25.3,55.7,51.3,72.4,56.8,9.6
1287,Neto Borges,"774,999","1,323,873",23,67.0,62.3,65.3,62.3,70.7,44.5,9.4
1288,Max Power,"1,100,000","1,323,819",27,64.0,64.3,65.5,69.3,68.4,62.0,10.6
1289,Silvio Torales,"1,799,999","1,322,588",28,69.0,63.7,64.0,68.0,69.1,58.2,8.8
1290,Imoh Ezekiel,"800,000","1,322,160",26,66.0,27.3,54.8,58.7,74.4,62.4,12.8
1291,Edu Cortina,"924,999","1,315,378",23,65.0,62.7,65.8,63.3,59.0,50.6,10.6
1292,Ionuț Panțîru,"1,299,999","1,315,234",24,60.0,66.3,61.0,63.7,75.1,50.6,10.4
1293,Florian Ballas,"1,100,000","1,315,067",27,42.5,67.3,56.8,45.7,46.0,37.8,10.6
1294,Gautier Lloris,"999,999","1,314,935",25,53.5,69.3,51.8,55.7,59.0,40.9,11.8
1295,Moctar El Hacen,"1,299,999","1,314,604",22,57.5,67.0,62.7,51.7,59.0,42.0,12.2
1296,Richairo Živković,"1,199,999","1,312,629",24,67.5,12.7,51.5,55.3,74.6,60.8,8.6
1297,Ramón Folch,"999,999","1,311,488",30,67.0,66.7,66.5,64.3,53.1,52.1,10.2
1298,Jur Schryvers,"975,000","1,310,756",23,63.5,65.7,61.8,65.3,69.0,45.6,11.0
1299,Declan Gallagher,"874,999","1,310,387",29,46.0,68.3,52.8,45.0,57.1,33.9,10.6
1300,Sefa Yılmaz,"625,000","1,306,003",30,67.0,25.7,59.5,59.7,69.3,63.6,12.2
1301,Adrián Ramos,"2,500,000","1,305,604",34,68.0,39.7,65.8,63.3,74.7,67.8,11.2
1302,Richard Boateng,"1,100,000","1,305,467",28,67.5,64.0,66.2,64.0,71.7,56.8,10.2
1303,Lazarous Kambole,"1,100,000","1,305,467",26,65.5,19.3,49.0,45.7,68.7,62.8,10.4
1304,Leandro Desábato,"1,999,999","1,301,900",30,62.0,66.3,68.2,65.7,74.6,52.4,7.8
1305,Silas Gnaka,"900,000","1,300,861",21,64.0,64.7,61.8,63.7,72.9,33.6,12.0
1306,Charlie Adam,"450,000","1,300,011",34,68.0,57.3,66.5,74.3,51.0,73.6,7.2
1307,Kévin Hoggas,"1,100,000","1,297,868",28,69.5,54.0,63.0,66.3,64.9,67.9,10.4
1308,Jordan Adéoti,"874,999","1,297,446",31,59.0,67.3,68.0,66.0,63.0,45.4,9.6
1309,Ibrahim Sissoko,"2,500,000","1,297,079",24,68.5,29.0,49.2,49.7,68.1,61.6,9.4
1310,Emir Kujović,"675,000","1,296,858",32,60.5,24.3,52.8,49.0,43.0,70.1,12.0
1311,Alejo Antilef,"999,999","1,293,950",22,71.0,53.0,59.0,63.0,73.0,55.2,9.4
1312,Moritz Stoppelkamp,"1,400,000","1,292,643",33,73.0,48.7,63.7,64.0,73.4,65.0,12.4
1313,Pietro Pellegri,"999,999","1,292,395",19,68.0,15.3,52.8,53.7,61.4,56.8,9.8
1314,Jorge Teixeira,"1,500,000","1,291,440",34,46.5,69.7,66.2,60.7,51.9,49.9,11.0
1315,Rodrigo Rivero,"1,199,999","1,290,514",24,65.5,29.0,59.3,66.0,68.7,50.1,9.2
1316,Makhete Diop,"3,599,999","1,287,517",33,68.0,36.0,62.2,59.7,73.7,67.0,10.0
1317,Felipe Jaramillo,"1,500,000","1,282,268",24,58.5,67.7,62.0,61.7,66.7,51.4,7.0
1318,David Carmo,"1,400,000","1,281,641",21,37.5,67.7,52.5,41.3,40.4,34.9,11.0
1319,Ljuban Crepulja,"999,999","1,280,151",27,65.5,67.3,63.5,60.7,69.4,57.9,6.0
1320,Sho Ito,"999,999","1,279,545",32,63.5,20.7,59.0,45.0,68.4,62.8,10.2
1321,Anto Grgić,"1,400,000","1,279,044",23,64.5,61.3,64.0,71.3,63.9,58.5,10.4
1322,Felipe Gallegos,"1,100,000","1,277,057",28,72.0,59.7,60.5,66.7,73.4,56.9,8.0
1323,Max Svensson,"999,999","1,276,244",22,69.5,27.3,51.3,59.0,67.9,55.8,10.6
1324,Riccardo Piscitelli,"999,999","1,274,993",26,11.0,14.0,32.7,16.3,47.9,15.2,67.6
1325,Josip Radošević,"1,199,999","1,273,512",26,56.5,68.7,61.5,64.0,67.3,58.8,10.0
1326,Kévin Monnet-Paquet,"2,900,000","1,272,111",32,70.0,51.3,65.7,70.0,73.0,65.0,9.4
1327,Keisuke Osako,"999,999","1,270,259",21,16.0,12.3,30.0,17.0,36.7,14.4,66.8
1328,Sebastián Viera,"675,000","1,269,846",37,15.5,14.7,40.8,14.7,47.3,33.0,72.2
1329,Daiki Watari,"1,100,000","1,268,748",27,66.0,26.7,52.5,51.7,70.1,63.6,11.6
1330,Paik Seung Ho,"1,400,000","1,267,900",23,72.5,52.3,62.3,62.0,62.6,50.1,9.6
1331,Sergiu Hanca,"1,900,000","1,267,153",28,69.5,55.7,66.3,65.0,75.3,59.4,7.8
1332,Carlos Nieto,"1,100,000","1,266,327",24,63.0,65.3,63.2,67.0,69.9,55.0,11.8
1333,Guillermo Molins,"874,999","1,265,682",31,70.0,41.3,64.0,62.3,60.0,64.9,10.0
1334,Josh Onomah,"1,400,000","1,265,295",23,72.5,55.0,59.3,64.3,67.7,52.8,10.0
1335,Joe Rothwell,"1,100,000","1,265,045",25,72.5,47.7,55.7,65.3,65.3,56.1,11.8
1336,Jean Beausejour,"874,999","1,264,250",36,72.5,69.7,68.5,68.3,77.9,63.5,11.0
1337,Jarosław Niezgoda,"2,399,999","1,263,865",25,66.5,32.7,54.2,45.3,71.3,59.5,8.4
1338,Jonathan Mensah,"2,700,000","1,260,579",30,52.5,70.3,57.8,59.7,65.4,50.4,9.6
1339,Michael Sollbauer,"999,999","1,259,723",30,46.5,68.3,57.8,51.7,58.3,29.8,10.2
1340,Jamie Walker,"1,100,000","1,258,569",27,67.5,39.7,58.3,64.3,74.7,62.0,12.0
1341,Gonzalo Bueno,"975,000","1,258,228",27,68.5,18.7,54.7,61.3,67.9,62.4,11.0
1342,Cuco Martina,"750,000","1,257,652",30,64.0,67.7,64.8,67.3,67.7,54.4,13.4
1343,Joshua Harrop,"1,400,000","1,256,918",24,70.5,42.0,54.0,66.7,62.1,62.9,8.8
1344,Marlinito Dias,"1,699,999","1,255,176",24,60.0,61.0,69.0,65.0,54.3,48.5,11.0
1345,Juan Insaurralde,"1,500,000","1,253,843",35,46.5,72.0,61.8,58.7,53.6,41.5,10.6
1346,Marcelo,"874,999","1,253,446",31,47.5,69.3,55.8,54.7,65.1,33.0,9.2
1347,Sonny Bradley,"1,100,000","1,251,738",28,50.0,67.7,58.2,50.3,60.7,31.8,11.0
1348,Moussa Sylla,"1,100,000","1,251,351",20,67.0,17.7,50.3,53.3,67.3,58.1,7.6
1349,Lorenzo Rajot,"999,999","1,248,457",22,67.5,66.0,54.3,68.3,66.9,51.9,9.6
1350,Dimitrios Nikolaou,"1,199,999","1,246,064",22,42.0,68.3,50.8,52.7,60.9,40.4,10.4
1351,Rubens Freitosa,"3,200,000","1,245,418",36,73.5,66.3,73.0,73.0,68.3,63.4,8.0
1352,Leandro Pereira,"1,100,000","1,244,539",29,68.0,29.3,55.8,51.0,64.3,61.9,10.8
1353,Elgezabal,"1,199,999","1,243,379",27,50.0,68.3,57.2,55.7,62.1,41.2,11.4
1354,William,"1,799,999","1,241,783",33,70.5,62.0,67.7,68.0,72.7,66.6,12.4
1355,Bekim Balaj,"2,399,999","1,241,716",29,66.0,20.7,54.2,48.0,66.4,61.6,11.6
1356,Sandy Walsh,"924,999","1,241,019",25,63.5,65.7,62.8,64.3,68.7,42.4,10.6
1357,Marcelo Barovero,"1,799,999","1,240,604",36,15.5,16.3,42.0,24.3,45.0,21.1,72.4
1358,Jamilu Collins,"1,999,999","1,239,884",26,72.0,65.0,60.3,61.3,75.0,40.5,8.2
1359,Javi Ros,"999,999","1,239,180",30,64.5,66.0,66.0,66.0,73.0,63.5,11.2
1360,Barbosaldinho,"1,299,999","1,235,213",32,37.0,69.7,59.0,48.7,62.4,37.9,14.8
1361,Chris Bedia,"999,999","1,233,963",24,65.0,27.3,56.8,43.7,70.4,55.1,9.8
1362,Bóveda,"1,400,000","1,232,855",31,67.0,67.3,65.7,65.7,71.1,54.4,10.6
1363,Kelle Roos,"774,999","1,232,409",28,18.0,16.0,33.5,20.7,46.7,22.0,68.2
1364,Eduardo Herrera,"725,000","1,230,488",32,63.5,27.7,63.7,56.7,55.6,64.6,10.8
1365,David Lemos,"1,500,000","1,230,344",25,65.5,23.7,53.3,60.7,73.6,61.9,8.6
1366,Loret Sadiku,"975,000","1,230,028",29,59.0,67.7,65.0,59.0,62.4,57.8,13.0
1367,Gaetano Monachello,"1,100,000","1,229,143",26,67.5,21.0,51.3,47.0,62.6,61.1,13.6
1368,Leandro Benegas,"999,999","1,228,869",31,69.0,25.0,60.0,61.3,71.1,60.1,8.8
1369,Funso Ojo,"1,100,000","1,227,476",29,68.0,59.7,66.5,67.7,72.0,58.4,12.4
1370,Ronnie Fernández,"1,799,999","1,226,839",29,67.5,18.7,56.5,62.0,67.4,65.0,11.0
1371,Morgan Fox,"949,999","1,223,483",26,62.0,68.7,57.2,61.3,67.1,44.4,9.8
1372,Aguado,"2,500,000","1,221,510",24,70.0,53.0,61.3,66.3,62.6,59.5,9.8
1373,Eric Junior Dina Ebimbe,"1,299,999","1,221,365",19,68.0,58.7,59.0,64.7,70.6,52.9,9.6
1374,Oleksiy Dytyatev,"849,999","1,219,334",31,38.5,69.3,50.3,40.7,56.7,34.8,11.2
1375,Maurice Multhaup,"1,100,000","1,218,509",23,70.5,37.7,54.0,60.0,72.7,53.2,11.2
1376,Daam Foulon,"900,000","1,216,283",21,67.5,63.0,59.0,66.7,69.9,41.2,9.6
1377,Mathías Corujo,"400,000","1,215,241",34,67.0,62.7,71.3,68.0,78.7,61.6,12.2
1378,Manuel Castro,"999,999","1,215,221",24,68.0,52.0,56.7,69.7,68.4,62.0,10.6
1379,Martin Fraisl,"949,999","1,214,889",27,22.5,20.0,29.2,26.7,45.7,21.4,68.2
1380,Benito,"1,400,000","1,214,628",25,68.5,32.3,54.5,64.0,69.6,55.5,10.8
1381,José Bizama,"849,999","1,209,412",26,62.5,67.3,57.5,64.0,71.4,43.1,9.4
1382,Carbonell,"1,199,999","1,209,031",22,70.0,60.0,59.3,65.0,65.6,57.2,9.6
1383,Rico Strieder,"1,900,000","1,207,845",28,65.0,66.0,63.8,67.0,61.6,49.5,11.0
1384,Mats Knoester,"1,799,999","1,207,605",21,53.0,67.3,49.5,53.0,63.3,34.1,9.8
1385,Eric Ramires,"1,799,999","1,206,672",20,70.0,42.3,56.7,62.3,68.6,51.8,9.4
1386,Jonas,"824,999","1,204,967",28,56.5,69.3,60.2,58.0,64.0,51.8,10.6
1387,Giulio Maggiore,"1,299,999","1,204,358",22,64.5,61.0,65.7,60.0,64.7,52.1,7.4
1388,Carlos Peralta,"3,999,999","1,203,821",30,70.5,23.0,52.2,46.3,70.7,58.8,10.8
1389,Sam Winnall,"800,000","1,202,260",29,62.0,16.7,55.3,42.3,72.6,61.6,10.4
1390,Ugo Bonnet,"1,100,000","1,201,976",26,66.5,24.3,51.3,43.3,69.3,58.8,10.2
1391,Nicolás Schiappacasse,"999,999","1,201,919",21,70.5,27.7,52.5,58.7,59.4,55.5,11.2
1392,Jonaldo Monteiro,"949,999","1,198,284",20,58.0,65.0,64.0,68.0,71.0,54.0,14.0
1393,Ramón Arias,"1,100,000","1,196,102",28,52.0,69.0,53.7,40.3,63.7,35.6,11.2
1394,Fridolin Wagner,"774,999","1,193,244",22,63.5,65.7,61.7,54.7,68.1,50.8,9.8
1395,Joe Ledley,"700,000","1,193,092",33,64.0,68.3,68.2,67.7,65.0,64.5,11.4
1396,Jadson Castrelo,"874,999","1,192,892",24,64.0,65.7,62.7,61.3,63.4,52.5,9.6
1397,Stoichkov,"1,299,999","1,192,480",26,71.0,50.3,56.8,65.3,66.7,64.8,9.0
1398,Dani Molina,"649,999","1,192,304",24,67.5,65.7,61.5,63.3,51.1,58.1,13.0
1399,Zargo Touré,"1,999,999","1,192,151",30,57.0,70.3,61.3,48.0,71.4,32.5,9.4
1400,Mirko Bruccini,"999,999","1,189,942",34,69.5,67.7,65.2,71.7,70.0,71.6,10.2
1401,Iván Ochoa,"999,999","1,189,665",24,66.5,63.7,61.5,68.0,61.9,50.1,10.4
1402,Gianluca Ferrari,"1,299,999","1,188,106",23,54.0,68.3,53.2,62.0,65.0,40.4,11.0
1403,Kyle McAllister,"999,999","1,187,106",21,65.0,24.0,52.3,56.3,69.3,60.2,9.8
1404,Herman Stengel,"999,999","1,187,076",25,66.5,54.7,66.2,65.3,67.3,60.5,12.0
1405,Mirko Antonucci,"1,199,999","1,186,035",21,68.0,31.0,51.7,64.7,61.7,49.8,8.8
1406,Javi Muñoz,"1,400,000","1,185,031",25,69.5,60.7,61.0,67.3,66.0,56.6,7.8
1407,Germán da Silvieira,"800,000","1,184,144",20,59.5,66.0,57.8,53.7,64.0,34.9,10.8
1408,Björn Jopek,"800,000","1,180,466",27,70.0,47.3,61.8,64.3,73.4,57.9,9.6
1409,Nicolás Mezquida,"675,000","1,179,378",28,68.5,26.7,58.3,58.7,59.3,61.1,11.8
1410,Malcolm Cacutalua,"924,999","1,178,728",25,43.0,67.3,53.7,48.3,69.1,40.9,9.8
1411,Jaime Ayoví,"2,800,000","1,178,133",32,70.0,35.3,59.8,59.3,65.3,65.4,11.0
1412,Manabu Saito,"999,999","1,176,774",30,71.0,21.0,52.7,62.3,69.0,61.5,9.8
1413,Uğur Uçar,"474,999","1,174,473",33,68.0,70.3,64.7,64.7,64.0,48.4,11.0
1414,Elvis Perlaza,"1,900,000","1,174,341",31,62.0,68.0,61.2,68.7,75.3,56.6,12.4
1415,Patricio Rodríguez,"874,999","1,171,140",30,71.0,25.3,53.7,66.3,64.7,63.6,10.4
1416,Kelechi Nwakali,"949,999","1,170,525",22,72.5,36.0,52.3,57.0,65.3,55.5,10.8
1417,Tomáš Hájek,"649,999","1,167,835",28,35.0,68.3,47.8,52.3,59.4,33.8,10.2
1418,Sören Bertram,"774,999","1,167,585",29,68.5,37.7,53.7,59.0,70.9,66.9,13.0
1419,Christoph Martschinko,"700,000","1,165,967",26,65.0,64.0,58.7,57.3,80.4,56.9,10.6
1420,Grejohn Kyei,"1,100,000","1,165,671",25,66.0,20.3,51.3,48.3,69.3,58.9,9.8
1421,Conor Noß,"750,000","1,165,255",19,72.0,30.7,49.0,58.0,65.0,52.0,9.0
1422,Alcalá,"2,500,000","1,164,208",31,56.5,69.3,59.5,59.3,47.9,56.5,10.4
1423,Kazuki Kozuka,"1,199,999","1,163,607",26,69.0,45.0,54.5,68.0,70.4,56.6,8.8
1424,Delmás,"900,000","1,162,182",25,59.0,67.0,57.5,60.0,71.3,39.9,9.8
1425,Mamadou Thiam,"975,000","1,161,684",25,69.0,46.0,60.5,59.3,73.1,60.4,11.0
1426,Marc Valiente,"1,100,000","1,158,157",33,50.5,70.3,59.0,64.0,59.3,43.6,11.6
1427,William Dutoit,"1,199,999","1,155,332",31,19.0,15.3,35.8,18.7,51.9,21.1,68.8
1428,Edgar,"1,400,000","1,152,785",33,64.5,28.0,62.7,61.7,63.7,68.4,12.0
1429,Giorgi Kharaishvili,"1,400,000","1,149,660",24,69.0,40.0,53.8,63.3,68.7,60.9,9.4
1430,Adão Morrinhos,"949,999","1,149,579",28,64.0,17.3,50.8,55.0,67.6,67.4,11.6
1431,Charlie Mulgrew,"499,999","1,148,213",34,65.5,68.3,63.7,67.7,55.9,70.6,10.6
1432,Mohamed El Makrini,"649,999","1,148,179",33,66.0,68.7,67.5,60.7,66.7,45.1,12.2
1433,Francesco Forte,"1,100,000","1,147,346",27,64.0,24.7,59.0,52.3,62.1,60.1,11.0
1434,Mahdi Camara,"1,100,000","1,147,164",22,70.0,58.7,59.8,64.7,65.4,54.5,8.0
1435,Pasquale Mazzocchi,"849,999","1,144,276",25,67.0,64.7,59.8,64.3,71.7,57.8,11.6
1436,Benjamin Kessel,"550,000","1,143,672",32,60.5,69.3,65.7,62.0,61.4,55.9,12.4
1437,Damian Szymański,"1,100,000","1,143,581",25,63.5,63.7,64.8,56.7,65.1,54.9,13.8
1438,Lamine Sané,"1,999,999","1,142,996",33,60.5,70.3,64.2,59.3,58.7,44.4,8.6
1439,Cristian González,"999,999","1,141,266",24,54.5,67.7,56.3,58.3,64.0,41.9,9.4
1440,Silvio Proto,"1,100,000","1,140,773",37,21.5,16.0,42.5,29.0,53.7,21.0,73.8
1441,Rolando García Guerreño,"1,999,999","1,140,713",30,48.0,68.3,58.5,49.3,62.0,42.9,9.0
1442,Niklas Backman,"1,400,000","1,138,416",31,49.5,70.3,57.2,53.0,62.6,52.1,11.2
1443,Ferdy Druijf,"1,299,999","1,137,014",22,61.5,28.3,52.7,45.0,60.1,63.0,8.6
1444,Agustín Almendra,"1,500,000","1,136,828",20,68.5,62.7,59.5,63.7,63.3,55.5,10.4
1445,Niklas Kreuzer,"924,999","1,135,630",27,65.0,63.3,63.2,60.7,79.3,59.5,12.8
1446,Mile Svilar,"999,999","1,131,600",21,20.5,17.0,34.3,29.0,57.4,24.9,65.8
1447,Derrick Williams,"1,999,999","1,131,324",27,60.0,68.0,60.0,58.3,68.9,45.5,8.4
1448,Armand Laurienté,"924,999","1,130,174",21,71.5,35.7,52.5,60.3,60.7,54.1,12.6
1449,Joey Pelupessy,"975,000","1,129,866",27,63.0,64.7,65.8,59.0,70.6,51.4,11.8
1450,Fran Manzanara,"949,999","1,129,741",23,64.5,66.0,60.2,58.7,63.1,45.2,6.4
1451,Ahmed Elmohamady,"1,299,999","1,129,425",33,69.5,63.3,66.7,70.7,71.4,66.6,9.4
1452,Arribas,"1,400,000","1,129,256",31,57.0,69.3,55.3,61.0,57.1,37.0,11.8
1453,Aaron Seydel,"1,100,000","1,129,218",24,70.5,25.0,53.7,50.7,59.3,55.9,11.0
1454,Cory Burke,"1,100,000","1,129,153",28,65.0,20.3,51.3,35.3,67.6,60.5,9.2
1455,Paul Taylor,"400,000","1,128,605",32,69.5,21.3,55.0,50.3,67.7,59.9,10.0
1456,Luis Muñoz,"999,999","1,128,386",23,50.0,67.0,50.5,49.7,63.3,34.2,11.4
1457,Samuel Oum Gouet,"999,999","1,127,338",22,66.0,62.0,63.2,62.0,65.1,53.4,9.8
1458,Lucas Perrin,"1,299,999","1,126,327",21,52.0,67.7,50.3,52.3,61.4,37.9,11.2
1459,Juan Cala,"3,399,999","1,125,945",30,60.0,69.7,59.0,66.7,70.4,55.2,12.4
1460,Ricardo Machado,"849,999","1,124,322",31,37.5,69.0,53.5,43.3,59.6,41.0,11.6
1461,Pål André Helland,"874,999","1,121,609",30,68.5,45.7,63.3,67.7,66.0,65.4,12.8
1462,Rodney Kongolo,"999,999","1,120,810",22,66.5,66.0,57.3,61.0,68.1,47.8,11.6
1463,Iván Calero,"900,000","1,120,228",25,67.5,65.3,57.8,65.0,68.3,48.5,12.0
1464,Daniel Mantilla,"1,500,000","1,118,402",23,65.5,41.7,61.7,65.3,75.0,51.1,8.4
1465,Tito,"1,100,000","1,117,820",35,67.0,70.3,62.2,70.7,72.3,45.5,12.6
1466,James Norwood,"924,999","1,117,230",30,64.0,34.7,60.8,52.3,72.9,63.6,11.0
